,Maker,Model,Description,Name,Year,City,Year2,Color,Power,Motor,Chasis,Kilometers,Fuel,Price,Link,largo,ancho,alto,batalla,pesomax,numpuertas,numplazas,cilindrada,numcilindros,velmax,consurb,conscarr,consmed,emisiones
584,PEUGEOT,308,SW 1.2 PureTech S&S Active 110,PEUGEOT 308 SW 1.2 PureTech S&S Active 110,2018,Valladolid,10/2018,Gris,110,Manual,Stationwagon,104.597 km,Gasolina,13.900 €,/coches-segunda-mano/peugeot-308-ocasion/308-sw-1-2-puretech-s-s-active-110-1-ref7164127,Largo 4.585 mm,Ancho 1.804 mm,Alto 1.470 mm,(mm)2.730,(kg)1.825,puertas5,plazas5,(cm3)1.199,cilindros3,(km/h)-,"Urbano (l/100 km)6,20","Carretera (l/100 km)4,20","Medio (l/100 km)5,00",CO2 (g/km)115
585,SKODA,Octavia,1.6TDI CR Ambition,SKODA Octavia 1.6TDI CR Ambition,2017,Valencia,07/2017,Gris,115,Manual,Berlina,162.480 km,Diesel,13.495 €,/coches-segunda-mano/skoda-octavia-ocasion/octavia-1-6tdi-cr-ambition-115-ref6960975,Largo 4.670 mm,Ancho 1.814 mm,Alto 1.461 mm,(mm)2.686,(kg)1.855,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)203,"Urbano (l/100 km)4,50","Carretera (l/100 km)3,70","Medio (l/100 km)4,00",CO2 (g/km)108
586,OPEL,Insignia,1.6CDTI S&S Business 120,OPEL Insignia 1.6CDTI S&S Business 120,2016,Sevilla,10/2016,"Plata
                     / Metalizado",120,Manual,Berlina,157.982 km,Diesel,12.500 €,/coches-segunda-mano/opel-insignia-ocasion/insignia-1-6cdti-s-s-business-120-1-ref6617221,Largo 4.842 mm,Ancho 1.856 mm,Alto 1.488 mm,(mm)2.737,(kg)2.300,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)195,"Urbano (l/100 km)4,70","Carretera (l/100 km)3,50","Medio (l/100 km)3,90",CO2 (g/km)104
587,HYUNDAI,i20,1.0 TGDI Essence LE 100,HYUNDAI i20 1.0 TGDI Essence LE 100,2019,Madrid,03/2019,Blanco,100,Manual,Berlina,42.658 km,Gasolina,14.290 €,/coches-segunda-mano/hyundai-i20-ocasion/i20-1-0-tgdi-essence-le-100-ref7037905,Largo 4.035 mm,Ancho 1.734 mm,Alto 1.474 mm,(mm)2.570,(kg)1.540,puertas5,plazas5,(cm3)998,cilindros3,(km/h)188,"Urbano (l/100 km)5,80","Carretera (l/100 km)4,50","Medio (l/100 km)5,00",CO2 (g/km)114
588,SMART,Fortwo,Coupé 66 Aut.,SMART Fortwo Coupé 66 Aut.,2018,Sevilla,05/2018,Rojo,90,Automático,Berlina,37.817 km,Gasolina,12.999 €,/coches-segunda-mano/smart-fortwo-ocasion/fortwo-coupe-66-aut-ref7079677,Largo 2.695 mm,Ancho 1.663 mm,Alto 1.555 mm,(mm)1.873,(kg)1.170,puertas3,plazas2,(cm3)898,cilindros3,(km/h)155,"Urbano (l/100 km)6,30","Carretera (l/100 km)4,60","Medio (l/100 km)5,20",CO2 (g/km)118
589,FIAT,500,1.2 Lounge,FIAT 500 1.2 Lounge,2016,Málaga,04/2016,Rojo,69,Manual,Berlina,18.939 km,Gasolina,10.799 €,/coches-segunda-mano/fiat-500-ocasion/500-1-2-lounge-1-ref7082853,Largo 3.571 mm,Ancho 1.627 mm,Alto 1.488 mm,(mm)2.300,(kg)1.305,puertas3,plazas4,(cm3)1.242,cilindros4,(km/h)160,"Urbano (l/100 km)6,40","Carretera (l/100 km)4,30","Medio (l/100 km)5,10",CO2 (g/km)115
590,FIAT,500,1.2 Lounge,FIAT 500 1.2 Lounge,2017,Barcelona,05/2017,Blanco,69,Manual,Berlina,54.759 km,Gasolina,11.599 €,/coches-segunda-mano/fiat-500-ocasion/1-2-8v-51kw-69cv-lounge-162bd62db66c6d-ref7087881,Largo 3.571 mm,Ancho 1.627 mm,Alto 1.488 mm,(mm)2.300,(kg)1.305,puertas3,plazas4,(cm3)1.242,cilindros4,(km/h)160,"Urbano (l/100 km)6,40","Carretera (l/100 km)4,30","Medio (l/100 km)5,10",CO2 (g/km)115
591,SKODA,Fabia,1.2 Urban 69,SKODA Fabia 1.2 Urban 69,2014,Córdoba,08/2014,Gris,69,Manual,Berlina,86.128 km,Gasolina,9.100 €,/coches-segunda-mano/skoda-fabia-ocasion/fabia-1-2-urban-69-ref7168509,Largo 4.000 mm,Ancho 1.642 mm,Alto 1.498 mm,(mm)2.451,(kg)1.550,puertas5,plazas5,(cm3)1.198,cilindros3,(km/h)163,"Urbano (l/100 km)7,30","Carretera (l/100 km)4,50","Medio (l/100 km)5,50",CO2 (g/km)128
592,DACIA,Dokker,1.5dCi Ambiance N1 55kW,DACIA Dokker 1.5dCi Ambiance N1 55kW,2017,Madrid,02/2017,Azul,75,Manual,Monovolumen,114.184 km,Diesel,11.490 €,/coches-segunda-mano/dacia-dokker-ocasion/dokker-1-5dci-ambiance-n1-75-ref6854181,Largo 4.363 mm,Ancho 1.751 mm,Alto 1.814 mm,(mm)2.810,(kg)1.818,puertas4,plazas5,(cm3)1.461,cilindros4,(km/h)150,"Urbano (l/100 km)5,20","Carretera (l/100 km)4,10","Medio (l/100 km)4,50",CO2 (g/km)123
593,CITROEN,C4,1.6HDi Collection,CITROEN C4 1.6HDi Collection,2014,Córdoba,01/2014,-,92,Manual,Berlina,98.000 km,Diesel,10.900 €,/coches-segunda-mano/citroen-c4-ocasion/c4-1-6hdi-collection-ref7197241,Largo 4.329 mm,Ancho 1.789 mm,Alto 1.489 mm,(mm)2.608,(kg)1.790,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)180,"Urbano (l/100 km)5,00","Carretera (l/100 km)3,70","Medio (l/100 km)4,20",CO2 (g/km)109
594,KIA,Rio,1.2 CVVT Eco-Dynamics Concept,KIA Rio 1.2 CVVT Eco-Dynamics Concept,2017,Barcelona,11/2017,Blanco,84,Manual,Berlina,71.795 km,Gasolina,10.999 €,/coches-segunda-mano/kia-rio-ocasion/rio-1-2-cvvt-eco-dynamics-concept-ref7141113,Largo 4.065 mm,Ancho 1.725 mm,Alto 1.450 mm,(mm)2.580,(kg)1.560,puertas5,plazas5,(cm3)1.248,cilindros4,(km/h)170,"Urbano (l/100 km)6,00","Carretera (l/100 km)4,10","Medio (l/100 km)4,80",CO2 (g/km)109
595,KIA,Cee´d,1.6CRDI VGT Tech 136,KIA Cee´d 1.6CRDI VGT Tech 136,2018,Madrid,05/2018,Blanco,136,Manual,Berlina,95.143 km,Diesel,15.199 €,/coches-segunda-mano/kia-cee-d-ocasion/cee-d-1-6crdi-vgt-tech-136-ref7089249,Largo 4.310 mm,Ancho 1.780 mm,Alto 1.470 mm,(mm)2.650,(kg)1.920,puertas5,plazas5,(cm3)1.582,cilindros4,(km/h)197,"Urbano (l/100 km)4,70","Carretera (l/100 km)3,60","Medio (l/100 km)4,00",CO2 (g/km)104
596,OPEL,Astra,ST 1.6CDTi Business 110,OPEL Astra ST 1.6CDTi Business 110,2017,Almería,05/2017,VERDE,110,Manual,Stationwagon,94.312 km,Diesel,12.990 €,/coches-segunda-mano/opel-astra-ocasion/astra-st-1-6cdti-business-110-ref7101485,Largo 4.702 mm,Ancho 1.809 mm,Alto 1.499 mm,(mm)2.662,(kg)1.985,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)195,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)99
597,SKODA,Octavia,1.6TDI CR Ambition Greenline,SKODA Octavia 1.6TDI CR Ambition Greenline,2015,Sevilla,09/2015,Negro,110,Manual,Berlina,77.032 km,Diesel,13.490 €,/coches-segunda-mano/skoda-octavia-ocasion/octavia-1-6tdi-cr-ambition-greenline-ref7096025,Largo 4.659 mm,Ancho 1.814 mm,Alto 1.461 mm,(mm)2.686,(kg)1.830,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)206,"Urbano (l/100 km)3,90","Carretera (l/100 km)3,10","Medio (l/100 km)3,30",CO2 (g/km)90
598,OPEL,Corsa,1.3 ecoFlex Selective 95,OPEL Corsa 1.3 ecoFlex Selective 95,2014,Madrid,02/2014,Azul,95,Manual,Berlina,66.000 km,Diesel,9.990 €,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-3-ecoflex-selective-95-1-ref7106925,Largo 3.999 mm,Ancho 1.713 mm,Alto 1.488 mm,(mm)2.511,(kg)1.565,puertas5,plazas5,(cm3)1.248,cilindros4,(km/h)173,"Urbano (l/100 km)5,40","Carretera (l/100 km)3,80","Medio (l/100 km)4,40",CO2 (g/km)115
599,FIAT,Tipo,SW 1.3 Multijet II Easy,FIAT Tipo SW 1.3 Multijet II Easy,2018,Castellón,07/2018,Perla Sabbia (metalizado),95,Manual,Stationwagon,96.760 km,Diesel,11.490 €,/coches-segunda-mano/fiat-tipo-ocasion/tipo-sw-1-3-multijet-ii-easy-95-ref7201249,Largo 4.571 mm,Ancho 1.792 mm,Alto 1.514 mm,(mm)2.638,(kg)1.875,puertas5,plazas5,(cm3)1.248,cilindros4,(km/h)180,"Urbano (l/100 km)5,30","Carretera (l/100 km)3,50","Medio (l/100 km)4,20",CO2 (g/km)110
600,OPEL,Adam,1.4 XER S&S Rocks,OPEL Adam 1.4 XER S&S Rocks,2018,Madrid,11/2018,Blanco,100,Manual,Berlina,29.900 km,Gasolina,13.390 €,/coches-segunda-mano/opel-adam-ocasion/adam-1-4-xer-s-s-rocks-1-ref6121025,Largo 3.747 mm,Ancho 1.807 mm,Alto 1.493 mm,(mm)2.311,(kg)1.480,puertas3,plazas4,(cm3)1.398,cilindros4,(km/h)185,"Urbano (l/100 km)6,60","Carretera (l/100 km)4,10","Medio (l/100 km)5,00",CO2 (g/km)128
601,OPEL,Insignia,ST 1.6CDTI S&S Business ecoTEC 110,OPEL Insignia ST 1.6CDTI S&S Business ecoTEC 110,2018,Valencia,01/2018,Negro,110,Manual,Stationwagon,142.541 km,Diesel,13.995 €,/coches-segunda-mano/opel-insignia-ocasion/insignia-st-1-6cdti-s-s-business-ecotec-110-ref6978175,Largo 4.986 mm,Ancho 1.863 mm,Alto 1.500 mm,(mm)2.829,(kg)2.080,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)201,"Urbano (l/100 km)5,00","Carretera (l/100 km)3,80","Medio (l/100 km)4,30",CO2 (g/km)112
602,SEAT,Ibiza,1.0 EcoTSI S&S Style 95,SEAT Ibiza 1.0 EcoTSI S&S Style 95,2017,Valencia,06/2017,Blanco (sólido),95,Manual,Berlina,46.323 km,Gasolina,13.900 €,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-ecotsi-s-s-style-95-ref6263337,Largo 4.061 mm,Ancho 1.693 mm,Alto 1.445 mm,(mm)2.469,(kg)1.590,puertas5,plazas5,(cm3)999,cilindros3,(km/h)187,"Urbano (l/100 km)5,10","Carretera (l/100 km)3,80","Medio (l/100 km)4,30",CO2 (g/km)101
603,OPEL,Corsa,1.4 Expression 75,OPEL Corsa 1.4 Expression 75,2015,Valencia,04/2015,Blanco,75,Manual,Berlina,73.783 km,Gasolina,8.799 €,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-4-expression-75-1-ref7202698,Largo 4.021 mm,Ancho 1.746 mm,Alto 1.481 mm,(mm)2.510,(kg)1.615,puertas5,plazas5,(cm3)1.398,cilindros4,(km/h)167,"Urbano (l/100 km)6,50","Carretera (l/100 km)4,30","Medio (l/100 km)5,20",CO2 (g/km)120
604,VOLKSWAGEN,Polo,1.0 TSI Advance 70kW,VOLKSWAGEN Polo 1.0 TSI Advance 70kW,2019,Barcelona,02/2019,Rojo,95,Manual,Berlina,12.280 km,Gasolina,15.800 €,/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-advance-95-ref6589352,Largo 4.053 mm,Ancho 1.751 mm,Alto 1.461 mm,(mm)2.548,(kg)1.640,puertas5,plazas5,(cm3)999,cilindros3,(km/h)187,"Urbano (l/100 km)5,50","Carretera (l/100 km)4,00","Medio (l/100 km)4,60",CO2 (g/km)104
605,SEAT,Ibiza,1.0 TSI S&S Style 95,SEAT Ibiza 1.0 TSI S&S Style 95,2018,Valencia,01/2018,Blanco,95,Manual,Berlina,53.375 km,Gasolina,15.900 €,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-ecotsi-s-s-style-95-1-ref6914752,Largo 4.059 mm,Ancho 1.780 mm,Alto 1.444 mm,(mm)2.564,(kg)1.640,puertas5,plazas5,(cm3)999,cilindros3,(km/h)188,"Urbano (l/100 km)5,50","Carretera (l/100 km)3,90","Medio (l/100 km)4,50",CO2 (g/km)103
606,RENAULT,Mégane,S.T. 1.5dCi Energy Business 81kW,RENAULT Mégane S.T. 1.5dCi Energy Business 81kW,2016,Barcelona,10/2016,Blanco Glaciar (opaco),110,Manual,Stationwagon,119.510 km,Diesel,12.990 €,/coches-segunda-mano/renault-megane-ocasion/megane-s-t-1-5dci-energy-business-110-ref6854276,Largo 4.626 mm,Ancho 1.814 mm,Alto 1.448 mm,(mm)2.712,(kg)1.914,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)187,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,40","Medio (l/100 km)3,70",CO2 (g/km)95
607,HYUNDAI,i10,1.0 MPI Klass,HYUNDAI i10 1.0 MPI Klass,2019,Alicante,10/2019,Passion Red (mica),66,Manual,Berlina,124.186 km,Gasolina,10.990 €,/coches-segunda-mano/hyundai-i10-ocasion/i10-1-0-mpi-klass-ref6274112,Largo 3.665 mm,Ancho 1.660 mm,Alto 1.500 mm,(mm)2.385,(kg)1.440,puertas5,plazas5,(cm3)998,cilindros3,(km/h)156,"Urbano (l/100 km)6,60","Carretera (l/100 km)4,30","Medio (l/100 km)5,10",CO2 (g/km)117
608,KIA,Stonic,1.0 T-GDi Eco-Dynamic Drive 120,KIA Stonic 1.0 T-GDi Eco-Dynamic Drive 120,2018,Asturias,03/2018,bitono,120,Manual,Todo Terreno,33.300 km,Gasolina,15.990 €,/coches-segunda-mano/kia-stonic-ocasion/stonic-1-0-t-gdi-eco-dynamic-drive-120-1-ref7186860,Largo 4.140 mm,Ancho 1.760 mm,Alto 1.520 mm,(mm)2.580,(kg)1.640,puertas5,plazas5,(cm3)998,cilindros3,(km/h)184,"Urbano (l/100 km)6,90","Carretera (l/100 km)5,00","Medio (l/100 km)5,50",CO2 (g/km)130
609,FIAT,500,1.2 Lounge,FIAT 500 1.2 Lounge,2018,Barcelona,03/2018,Blanco,69,Manual,Berlina,94.048 km,Gasolina,10.900 €,/coches-segunda-mano/fiat-500-ocasion/500-1-2-lounge-1-ref7063816,Largo 3.571 mm,Ancho 1.627 mm,Alto 1.488 mm,(mm)2.300,(kg)1.305,puertas3,plazas4,(cm3)1.242,cilindros4,(km/h)160,"Urbano (l/100 km)6,40","Carretera (l/100 km)4,30","Medio (l/100 km)5,10",CO2 (g/km)115
610,ALFA,ROMEO MiTo,1.4 70,ALFA ROMEO MiTo 1.4 70,2014,Ciudad Real,03/2014,Blanco,70,Manual,Berlina,97.970 km,Gasolina,8.700 €,/coches-segunda-mano/alfa-romeo-mito-ocasion/mito-1-4-mito-70-ref6803592,Largo 4.063 mm,Ancho 1.720 mm,Alto 1.446 mm,(mm)2.511,(kg)1.640,puertas3,plazas4,(cm3)1.368,cilindros4,(km/h)160,"Urbano (l/100 km)7,60","Carretera (l/100 km)4,70","Medio (l/100 km)5,80",CO2 (g/km)134
611,HYUNDAI,i30,CW 1.6CRDi Go,HYUNDAI i30 CW 1.6CRDi Go,2014,Castellón,01/2014,Negro,110,Manual,Stationwagon,146.259 km,Diesel,9.600 €,/coches-segunda-mano/hyundai-i30-ocasion/i30-cw-1-6crdi-go-ref6874728,Largo 4.485 mm,Ancho 1.780 mm,Alto 1.500 mm,(mm)2.650,(kg)1.948,puertas5,plazas5,(cm3)1.582,cilindros4,(km/h)185,"Urbano (l/100 km)5,30","Carretera (l/100 km)4,00","Medio (l/100 km)4,50",CO2 (g/km)117
612,FIAT,500,500C 0.9 T TwinAir Lounge 105,FIAT 500 500C 0.9 T TwinAir Lounge 105,2014,Murcia,07/2014,Negro,105,Manual,Convertible,115.078 km,Gasolina,10.900 €,/coches-segunda-mano/fiat-500-ocasion/500c-0-9-t-twinair-lounge-105-ref7205556,Largo 3.546 mm,Ancho 1.627 mm,Alto 1.488 mm,(mm)2.300,(kg)1.380,puertas2,plazas4,(cm3)875,cilindros2,(km/h)188,"Urbano (l/100 km)5,50","Carretera (l/100 km)3,50","Medio (l/100 km)4,20",CO2 (g/km)99
613,FORD,Fiesta,1.0 EcoBoost S/S Trend+ 100,FORD Fiesta 1.0 EcoBoost S/S Trend+ 100,2017,Ciudad Real,07/2017,Naranja,100,Manual,Berlina,55.908 km,Gasolina,13.200 €,/coches-segunda-mano/ford-fiesta-ocasion/fiesta-1-0-ecoboost-s-s-trend-100-ref6862836,Largo 4.040 mm,Ancho 1.735 mm,Alto 1.476 mm,(mm)2.493,(kg)1.670,puertas5,plazas5,(cm3)998,cilindros3,(km/h)183,"Urbano (l/100 km)5,40","Carretera (l/100 km)3,60","Medio (l/100 km)4,30",CO2 (g/km)110
614,DACIA,Sandero,1.5dCi Ambiance 75,DACIA Sandero 1.5dCi Ambiance 75,2015,Barcelona,10/2015,Azul,75,Manual,Berlina,108.759 km,Diesel,8.300 €,/coches-segunda-mano/dacia-sandero-ocasion/sandero-1-5dci-ambiance-75-1-ref7122572,Largo 4.057 mm,Ancho 1.733 mm,Alto 1.523 mm,(mm)2.589,(kg)1.590,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)164,"Urbano (l/100 km)4,30","Carretera (l/100 km)3,50","Medio (l/100 km)3,80",CO2 (g/km)90
615,SEAT,León,1.4 TSI ACT S&S FR 150,SEAT León 1.4 TSI ACT S&S FR 150,2015,Barcelona,12/2015,Gris,150,Manual,Berlina,140.333 km,Gasolina,14.700 €,/coches-segunda-mano/seat-leon-ocasion/leon-1-4-tsi-act-s-s-fr-150-1-ref7006052,Largo 4.282 mm,Ancho 1.816 mm,Alto 1.459 mm,(mm)2.636,(kg)1.770,puertas5,plazas5,(cm3)1.395,cilindros4,(km/h)215,"Urbano (l/100 km)6,00","Carretera (l/100 km)4,40","Medio (l/100 km)4,90",CO2 (g/km)114
616,VOLKSWAGEN,Polo,1.0 BMT Edition 55kW,VOLKSWAGEN Polo 1.0 BMT Edition 55kW,2017,Sevilla,06/2017,Negro,75,Manual,Berlina,93.718 km,Gasolina,10.700 €,/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-bmt-edition-75-1-ref6933312,Largo 3.972 mm,Ancho 1.682 mm,Alto 1.453 mm,(mm)2.470,(kg)1.570,puertas5,plazas5,(cm3)999,cilindros3,(km/h)173,"Urbano (l/100 km)5,80","Carretera (l/100 km)4,20","Medio (l/100 km)4,80",CO2 (g/km)108
617,FIAT,500,1.2 S,FIAT 500 1.2 S,2015,Vizcaya,06/2015,Gris,69,Manual,Berlina,96.956 km,Gasolina,9.250 €,/coches-segunda-mano/fiat-500-ocasion/500-1-2-s-ref7100844,Largo 3.546 mm,Ancho 1.627 mm,Alto 1.488 mm,(mm)2.300,(kg)1.305,puertas3,plazas4,(cm3)1.242,cilindros4,(km/h)160,"Urbano (l/100 km)6,40","Carretera (l/100 km)4,30","Medio (l/100 km)5,10",CO2 (g/km)117
618,FORD,Tourneo Courier,1.5TDCi Ambiente 75,FORD Tourneo Courier 1.5TDCi Ambiente 75,2015,Málaga,07/2015,Gris Plata,75,Manual,Monovolumen,105.931 km,Diesel,11.300 €,/coches-segunda-mano/ford-tourneo-courier-ocasion/tourneo-courier-1-5tdci-ambiente-75-ref7162916,Largo 4.157 mm,Ancho 1.976 mm,Alto 1.726 mm,(mm)2.489,(kg)1.780,puertas5,plazas5,(cm3)1.499,cilindros4,(km/h)157,"Urbano (l/100 km)4,70","Carretera (l/100 km)3,70","Medio (l/100 km)4,10",CO2 (g/km)104
619,OPEL,Insignia,1.5 T XFT S&S Excellence Aut. 165,OPEL Insignia 1.5 T XFT S&S Excellence Aut. 165,2017,Barcelona,12/2017,Blanco,166,Automático,Berlina,235.000 km,Gasolina,10.990 €,/coches-segunda-mano/opel-insignia-ocasion/insignia-1-5-t-xfl-s-s-excellence-aut-165-ref6991178,Largo 4.897 mm,Ancho 1.941 mm,Alto 1.455 mm,(mm)2.829,(kg)2.000,puertas5,plazas5,(cm3)1.490,cilindros4,(km/h)218,"Urbano (l/100 km)7,50","Carretera (l/100 km)5,30","Medio (l/100 km)6,10",CO2 (g/km)138
620,FIAT,500X,1.6Mjt Pop Star 4x2 88kW,FIAT 500X 1.6Mjt Pop Star 4x2 88kW,2018,Alicante,10/2018,Negro,120,Manual,Todo Terreno,102.298 km,Diesel,15.890 €,/coches-segunda-mano/fiat-500-ocasion/x-pop-star-162a9c652bab35-ref7015438,Largo 4.248 mm,Ancho 1.796 mm,Alto 1.600 mm,(mm)2.570,(kg)1.820,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)186,"Urbano (l/100 km)4,70","Carretera (l/100 km)3,80","Medio (l/100 km)4,10",CO2 (g/km)109
621,DACIA,Sandero,0.9 TCE Stepway Essential 66kW,DACIA Sandero 0.9 TCE Stepway Essential 66kW,2019,Málaga,02/2019,Blanco,90,Manual,Berlina,41.174 km,Gasolina,12.699 €,/coches-segunda-mano/dacia-sandero-ocasion/sandero-1-5-tce-stepway-essential-66kw-ref7195938,Largo 4.089 mm,Ancho 1.761 mm,Alto 1.555 mm,(mm)2.589,(kg)1.515,puertas5,plazas5,(cm3)898,cilindros3,(km/h)168,"Urbano (l/100 km)6,70","Carretera (l/100 km)5,00","Medio (l/100 km)5,60",CO2 (g/km)121
622,OPEL,Corsa,1.4 Expression 75,OPEL Corsa 1.4 Expression 75,2016,Valencia,10/2016,Blanco,75,Manual,Berlina,48.472 km,Gasolina,8.899 €,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-4-expression-75-1-ref7195562,Largo 4.021 mm,Ancho 1.746 mm,Alto 1.481 mm,(mm)2.510,(kg)1.615,puertas5,plazas5,(cm3)1.398,cilindros4,(km/h)167,"Urbano (l/100 km)6,50","Carretera (l/100 km)4,30","Medio (l/100 km)5,20",CO2 (g/km)120
623,SEAT,León,1.6TDI CR S&S Reference 115,SEAT León 1.6TDI CR S&S Reference 115,2017,Madrid,05/2017,Blanco,115,Manual,Berlina,24.210 km,Diesel,15.999 €,/coches-segunda-mano/seat-leon-ocasion/leon-1-6-tdi-58kw-stsp-reference-plus-162e24a9b441aa-ref7201586,Largo 4.282 mm,Ancho 1.816 mm,Alto 1.459 mm,(mm)2.636,(kg)1.870,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)197,"Urbano (l/100 km)4,70","Carretera (l/100 km)3,80","Medio (l/100 km)4,20",CO2 (g/km)109
624,PEUGEOT,308,SW 1.6 BlueHDi Active 120,PEUGEOT 308 SW 1.6 BlueHDi Active 120,2017,Pontevedra,03/2017,Blanco,120,Manual,Stationwagon,87.128 km,Diesel,15.500 €,/coches-segunda-mano/peugeot-308-ocasion/308-sw-1-6-bluehdi-active-120-ref7200569,Largo 4.585 mm,Ancho 1.804 mm,Alto 1.460 mm,(mm)2.730,(kg)1.900,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)194,"Urbano (l/100 km)4,40","Carretera (l/100 km)3,20","Medio (l/100 km)3,70",CO2 (g/km)96
625,PEUGEOT,208,1.2 PureTech S&S Allure 82,PEUGEOT 208 1.2 PureTech S&S Allure 82,2018,Barcelona,06/2018,NEGRO PERLA,82,Manual,Berlina,19.666 km,Gasolina,13.600 €,/coches-segunda-mano/peugeot-208-ocasion/208-1-2-puretech-s-s-allure-82-ref7168542,Largo 3.965 mm,Ancho 1.739 mm,Alto 1.460 mm,(mm)2.538,(kg)1.530,puertas5,plazas5,(cm3)1.199,cilindros3,(km/h)175,"Urbano (l/100 km)5,80","Carretera (l/100 km)4,20","Medio (l/100 km)4,80",CO2 (g/km)109
626,OPEL,Astra,ST 1.6CDTi S/S Selective Pro 136,OPEL Astra ST 1.6CDTi S/S Selective Pro 136,2018,Cádiz,06/2018,Gris,136,Manual,Stationwagon,86.769 km,Diesel,14.950 €,/coches-segunda-mano/opel-astra-ocasion/astra-st-1-6cdti-s-s-selective-pro-136-ref6908772,Largo 4.702 mm,Ancho 1.809 mm,Alto 1.499 mm,(mm)2.662,(kg)1.985,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)-,"Urbano (l/100 km)4,70","Carretera (l/100 km)3,50","Medio (l/100 km)3,90",CO2 (g/km)118
627,FORD,Tourneo Courier,1.0 Ecoboost Trend,FORD Tourneo Courier 1.0 Ecoboost Trend,2018,Barcelona,04/2018,Rojo,100,Manual,Monovolumen,49.985 km,Gasolina,15.990 €,/coches-segunda-mano/ford-tourneo-courier-ocasion/tourneo-courier-1-0-ecoboost-trend-1-ref7120924,Largo 4.157 mm,Ancho 1.976 mm,Alto 1.726 mm,(mm)2.489,(kg)1.765,puertas5,plazas5,(cm3)998,cilindros3,(km/h)173,"Urbano (l/100 km)6,20","Carretera (l/100 km)4,70","Medio (l/100 km)5,20",CO2 (g/km)131
628,CITROEN,C4,Picasso 1.6BlueHDI S&S Feel 100,CITROEN C4 Picasso 1.6BlueHDI S&S Feel 100,2017,Madrid,11/2017,Azul,99,Manual,Monovolumen,99.990 km,Diesel,14.790 €,/coches-segunda-mano/citroen-c4-ocasion/c4-picasso-1-6bluehdi-s-s-feel-100-ref6575504,Largo 4.438 mm,Ancho 1.826 mm,Alto 1.610 mm,(mm)2.785,(kg)1.950,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)172,"Urbano (l/100 km)4,50","Carretera (l/100 km)3,50","Medio (l/100 km)3,80",CO2 (g/km)100
629,PEUGEOT,208,1.2 PureTech Access 82,PEUGEOT 208 1.2 PureTech Access 82,2017,Barcelona,01/2017,Blanco,82,Manual,Berlina,70.000 km,Gasolina,10.900 €,/coches-segunda-mano/peugeot-208-ocasion/208-1-2-puretech-access-82-3-ref6589012,Largo 3.965 mm,Ancho 1.739 mm,Alto 1.460 mm,(mm)2.538,(kg)1.553,puertas5,plazas5,(cm3)1.199,cilindros3,(km/h)175,"Urbano (l/100 km)5,50","Carretera (l/100 km)3,90","Medio (l/100 km)4,50",CO2 (g/km)104
630,BMW,Serie 1,118d,BMW Serie 1 118d,2017,Barcelona,09/2017,Blanco,150,Manual,Berlina,148.000 km,Diesel,15.900 €,/coches-segunda-mano/bmw-serie-1-ocasion/118d-7-ref7075178,Largo 4.329 mm,Ancho 1.765 mm,Alto 1.421 mm,(mm)2.690,(kg)1.960,puertas3,plazas5,(cm3)1.995,cilindros4,(km/h)212,"Urbano (l/100 km)5,10","Carretera (l/100 km)3,90","Medio (l/100 km)4,40",CO2 (g/km)115
631,FORD,C-Max,1.0 Ecoboost Auto-S&S Trend 125,FORD C-Max 1.0 Ecoboost Auto-S&S Trend 125,2014,Madrid,04/2014,Blanco,125,Manual,Monovolumen,33.636 km,Gasolina,11.990 €,/coches-segunda-mano/ford-c-max-ocasion/c-max-1-0-ecoboost-auto-s-s-trend-125-ref6584276,Largo 4.380 mm,Ancho 1.828 mm,Alto 1.626 mm,(mm)2.650,(kg)1.860,puertas5,plazas5,(cm3)999,cilindros3,(km/h)187,"Urbano (l/100 km)6,30","Carretera (l/100 km)4,50","Medio (l/100 km)5,10",CO2 (g/km)117
